product_id,views,purchases,conversion_rate(%),revenue
12600043,628,14,2.23,8777.2
2800664,2024,24,1.19,8772.9
3200361,4365,85,1.95,8760.1
12701399,4125,104,2.52,8756.26
1480425,832,10,1.2,8746.42
2500962,1913,18,0.94,8740.45
4700549,5729,46,0.8,8708.8
12700955,4300,199,4.63,8707.59
14300399,520,6,1.15,8705.88
13300099,3753,41,1.09,8696.1
14300095,827,8,0.97,8696.02
26200585,2394,30,1.25,8695.2
3801058,4916,48,0.98,8688.86
18900002,750,14,1.87,8686.57
6700993,1415,24,1.7,8685.38
26300739,2926,17,0.58,8681.9
5301323,2579,17,0.66,8663.88
13300169,6218,40,0.64,8661.29
22700853,5874,50,0.85,8659.55
5700024,5708,26,0.46,8651.06
1480422,3887,28,0.72,8640.37
1480676,833,9,1.08,8638.83
6100216,5361,106,1.98,8637.09
5000448,1727,22,1.27,8636.84
26201130,4237,79,1.86,8622.06
26300740,6058,22,0.36,8613.44
2601791,2015,21,1.04,8609.04
1201570,601,14,2.33,8608.46
1307528,6879,8,0.12,8598.73
26200586,2118,30,1.42,8594.7
7101226,3217,55,1.71,8594.63
1801343,2635,22,0.83,8594.09
12707250,5426,89,1.64,8591.17
8500284,927,20,2.16,8585.43
21400576,5293,109,2.06,8583.81
2701642,4280,33,0.77,8574.48
10900250,13261,173,1.3,8571.37
100008550,2738,18,0.66,8571.24
1480368,3668,11,0.3,8568.11
26400668,3637,21,0.58,8567.79
3700245,6312,72,1.14,8566.99
26201253,3306,72,2.18,8562.24
12710856,1067,40,3.75,8557.4
26402917,1780,11,0.62,8546.44
1480369,2198,8,0.36,8545.68
3701135,9815,39,0.4,8530.59
1003314,1921,9,0.47,8523.28
4801876,8195,259,3.16,8520.95
2702263,1924,16,0.83,8519.26
1307070,2930,21,0.72,8518.93
34700079,4749,51,1.07,8516.59
1004940,5327,72,1.35,8513.43
1306527,3805,9,0.24,8511.87
1004743,11339,117,1.03,8510.82
12705003,7789,200,2.57,8507.76
15200781,5799,171,2.95,8507.37
1005019,7699,88,1.14,8500.25
15100068,1624,6,0.37,8494.44
3701454,2348,22,0.94,8493.76
12700928,7519,173,2.3,8482.42
26401613,4203,54,1.28,8479.08
4600667,1844,19,1.03,8478.58
8500283,1321,22,1.67,8474.11
3700172,4955,44,0.89,8469.27
5100530,1907,9,0.47,8465.79
1401564,4996,15,0.3,8462.96
15100362,7115,28,0.39,8461.6
1004740,7237,38,0.53,8459.63
6000167,9095,103,1.13,8456.76
4100239,1118,17,1.52,8448.32
1305566,4300,28,0.65,8438.7
48400005,10545,134,1.27,8434.46
1307492,1951,6,0.31,8405.58
2501275,4103,32,0.78,8402.75
8500507,1486,10,0.67,8400.25
15100231,831,6,0.72,8392.5
1201512,5612,11,0.2,8387.21
14300201,358,9,2.51,8379.09
17200917,2131,8,0.38,8362.87
2600234,6460,55,0.85,8354.31
14300049,2320,17,0.73,8353.12
12720097,6707,179,2.67,8351.06
3200111,3189,37,1.16,8350.93
1004042,5108,58,1.14,8348.68
26204075,1557,22,1.41,8347.24
4200985,3019,23,0.76,8340.54
16600087,4344,69,1.59,8339.85
1003489,9998,40,0.4,8333.84
6000207,6190,52,0.84,8319.24
4200545,1379,19,1.38,8310.69
1480748,1598,7,0.44,8306.34
1306586,2804,13,0.46,8302.73
2600285,2784,39,1.4,8295.04
2200908,935,7,0.75,8286.67
2700600,3806,33,0.87,8282.84
4000192,3302,43,1.3,8280.23
26400288,3450,40,1.16,8278.4
3700771,4903,81,1.65,8274.96
3601531,1469,16,1.09,8269.68
26200645,3091,44,1.42,8256.6
100015156,627,22,3.51,8256.6
12709462,4431,105,2.37,8255.4
1306311,1017,5,0.49,8245.61
26401414,10904,138,1.27,8241.36
2201108,735,8,1.09,8235.42
1306857,2021,8,0.4,8234.96
1005277,2537,20,0.79,8231.8
1701027,2547,48,1.88,8222.09
26300103,2137,14,0.66,8220.1
2700610,4715,27,0.57,8217.74
100006662,2856,39,1.37,8202.32
26400665,4104,35,0.85,8198.4
4600416,1890,13,0.69,8198.06
5300125,5418,151,2.79,8194.36
26800063,3832,27,0.7,8190.32
17900247,1828,16,0.88,8187.81
26400489,2636,40,1.52,8185.6
2501446,2868,17,0.59,8177.37
1306646,1794,14,0.78,8175.72
1004357,1577,6,0.38,8158.52
1801964,1859,10,0.54,8153.97
13200941,5415,31,0.57,8151.83
6400282,5319,56,1.05,8151.66
12700947,1972,63,3.19,8151.63
1480399,992,5,0.5,8149.89
26203749,3114,68,2.18,8138.92
26400756,22810,25,0.11,8134.0
26500132,4340,74,1.71,8133.34
1004245,2004,8,0.4,8132.02
26300349,1737,15,0.86,8123.7
3900685,4182,81,1.94,8098.13
3100541,11647,217,1.86,8089.59
12707458,1432,47,3.28,8081.65
1480244,2092,10,0.48,8077.78
6400313,6647,45,0.68,8074.08
22700755,6612,41,0.62,8071.13
12700975,3765,145,3.85,8061.8
1307103,1614,13,0.81,8061.17
41600014,3075,45,1.46,8058.96
2602177,1840,17,0.92,8057.65
6200013,3434,90,2.62,8054.82
1801350,2657,19,0.72,8051.46
4600484,1997,23,1.15,8049.53
1004853,4578,35,0.76,8047.87
26400644,3542,32,0.9,8047.68
1005156,5134,25,0.49,8044.0
100011681,1027,4,0.39,8031.08
4600527,3019,24,0.79,8026.51
15200193,2918,88,3.02,8020.89
1307181,3319,15,0.45,8020.39
11700356,668,7,1.05,8003.66
1307335,2115,9,0.43,7998.11
2500793,2975,23,0.77,7985.26
2702631,1476,9,0.61,7978.88
2800425,3504,31,0.88,7978.78
21403738,4345,94,2.16,7974.12
9300099,1703,14,0.82,7950.76
2800351,4642,44,0.95,7950.29
1480647,3599,22,0.61,7944.53
2800431,2516,25,0.99,7942.86
20100042,5846,151,2.58,7942.19
1802114,1677,29,1.73,7934.62
1801425,3976,14,0.35,7924.56
15700019,3424,23,0.67,7923.55
5701244,4282,51,1.19,7923.08
3601392,1922,32,1.66,7920.96
1802099,1733,16,0.92,7918.56
3801134,11602,490,4.22,7910.32
1306208,1046,15,1.43,7902.03
26404569,1489,9,0.6,7898.22
1201255,3480,44,1.26,7896.51
15800006,11035,64,0.58,7894.46
2200949,1649,12,0.73,7877.04
4100303,1022,15,1.47,7876.83
15100312,2780,12,0.43,7876.68
26200396,1561,16,1.02,7874.56
1801950,978,11,1.12,7867.83
14700775,7130,36,0.5,7862.36
7005417,2183,21,0.96,7860.15
26400259,2811,37,1.32,7838.45
26500133,3414,70,2.05,7819.7
2601789,1655,16,0.97,7813.95
1500075,4884,52,1.06,7807.42
4600559,2295,23,1.0,7796.08
17200010,4631,8,0.17,7792.19
12600003,11414,115,1.01,7787.74
4100258,1085,20,1.84,7780.36
12201612,809,14,1.73,7780.36
2702546,1910,9,0.47,7773.47
5000390,974,10,1.03,7773.4
3500132,5164,22,0.43,7773.04
3600975,3540,85,2.4,7767.54
55600013,5219,50,0.96,7767.4
1801283,2357,9,0.38,7758.54
2501352,4022,31,0.77,7757.59
9600059,1418,6,0.42,7753.99
1801973,913,7,0.77,7744.69
28720716,8752,98,1.12,7743.96
10800025,14612,140,0.96,7743.75
16400243,6172,47,0.76,7742.78
1307450,2647,13,0.49,7730.71
9900147,1612,19,1.18,7727.66
5700850,4750,66,1.39,7723.87
1004340,4964,63,1.27,7722.81
13201263,479,12,2.51,7722.24
21408165,3066,3,0.1,7722.21
1801658,5352,3,0.06,7722.12
17200735,488,3,0.61,7722.12
1801565,1332,6,0.45,7722.06
12600088,2445,25,1.02,7721.5
1201401,850,6,0.71,7720.68
6701116,2006,20,1.0,7717.0
1307356,2644,21,0.79,7707.84
1005193,5170,32,0.62,7703.82
7004509,6226,82,1.32,7701.92
43800008,1828,34,1.86,7701.68
4400226,4973,44,0.88,7700.44
12707536,2071,59,2.85,7700.09
3500055,9865,42,0.43,7697.28
100017829,561,17,3.03,7696.75
1307465,690,5,0.72,7696.01
7100183,4714,56,1.19,7695.82
1701038,4689,66,1.41,7694.24
1307107,1163,6,0.52,7692.84
1307475,2180,6,0.28,7682.2
3600164,2686,38,1.41,7676.06
12708156,714,20,2.8,7675.64
12707537,1656,56,3.38,7670.71
1307451,1115,11,0.99,7670.41
1801800,1666,17,1.02,7670.35
7300440,6673,111,1.66,7664.24
26200995,3512,62,1.77,7660.72
17200962,6455,20,0.31,7657.36
3701078,3027,29,0.96,7654.4
100002652,1088,17,1.56,7653.4
26204622,3254,4,0.12,7652.0
3700828,5082,25,0.49,7627.98
1307375,457,6,1.31,7625.7
2701754,3036,26,0.86,7625.66
12703497,3911,185,4.73,7620.15
2501589,5719,50,0.87,7619.71
5000403,4594,75,1.63,7607.41
26400762,2800,26,0.93,7602.66
4900018,3606,76,2.11,7601.78
17300755,4260,92,2.16,7600.05
8500105,1984,14,0.71,7592.11
26203736,3182,51,1.6,7587.78
30300037,1322,8,0.61,7586.32
26200165,1826,31,1.7,7580.74
5100876,4273,20,0.47,7574.79
26401462,4246,61,1.44,7568.27
2200500,685,6,0.88,7563.24
3700796,2438,52,2.13,7560.14
3601473,2029,10,0.49,7559.79
1003534,2495,15,0.6,7559.61
10600429,581,7,1.2,7557.41
2800399,5069,47,0.93,7551.84
1004059,4854,20,0.41,7550.24
1701553,1428,21,1.47,7542.1
2702421,2819,28,0.99,7541.26
8500352,865,12,1.39,7535.53
1306891,2691,22,0.82,7525.98
1307433,1938,19,0.98,7503.61
26400540,1740,27,1.55,7498.98
22700096,5534,32,0.58,7498.14
3601204,1676,15,0.89,7497.91
4000096,1366,11,0.81,7496.98
2800386,3770,44,1.17,7491.96
18600017,2217,9,0.41,7489.8
26400265,3952,44,1.11,7486.6
2900512,2215,49,2.21,7482.83
5100705,1243,6,0.48,7479.26
12704476,4768,175,3.67,7476.19
2601807,4690,50,1.07,7473.84
1004360,1753,4,0.23,7469.69
3601376,2924,30,1.03,7464.9
1307192,994,6,0.6,7459.68
5100569,1933,14,0.72,7456.2
41200009,5468,72,1.32,7454.16
1004317,6023,46,0.76,7448.46
1307454,2395,15,0.63,7447.47
3701348,4924,72,1.46,7439.18
42700018,736,15,2.04,7438.65
3701306,1382,13,0.94,7428.46
3100970,6010,133,2.21,7427.31
5700922,5109,38,0.74,7425.61
12711175,4627,170,3.67,7424.77
17301124,5747,46,0.8,7424.66
1201396,909,6,0.66,7424.64
15100105,2965,14,0.47,7423.64
8500461,5213,31,0.59,7419.59
15700075,6176,35,0.57,7414.75
26400191,4017,50,1.24,7413.5
2701704,2462,14,0.57,7411.61
100011103,1597,24,1.5,7398.96
26400470,2584,39,1.51,7398.69
2701603,1550,7,0.45,7386.46
1801976,1326,16,1.21,7384.49
3601513,2461,16,0.65,7384.22
3601005,2741,73,2.66,7379.88
22700955,2947,39,1.32,7377.85
5000184,5446,70,1.29,7376.34
1480553,1561,15,0.96,7374.3
8500442,565,13,2.3,7364.87
30000133,5441,30,0.55,7363.78
1004155,6917,69,1.0,7356.31
17201005,5912,22,0.37,7356.14
1801841,5506,47,0.85,7348.34
1005275,3271,13,0.4,7345.65
26402844,2380,37,1.55,7343.02
12300942,1945,14,0.72,7340.37
29900075,1260,5,0.4,7336.1
1802066,1487,3,0.2,7336.02
1802102,1763,19,1.08,7335.52
26400250,3375,49,1.45,7327.95
15100244,7107,11,0.15,7311.69
100011714,1723,4,0.23,7310.36
8500391,469,8,1.71,7310.32
12202301,4105,37,0.9,7309.4
12700974,4481,148,3.3,7303.79
4200066,544,6,1.1,7297.41
22700131,8025,92,1.15,7296.4
3700967,3042,32,1.05,7295.37
6800658,7908,185,2.34,7294.5
26800078,1397,10,0.72,7292.3
15700042,5331,21,0.39,7286.58
3701104,4186,41,0.98,7286.47
6200324,3814,101,2.65,7274.78
5100715,8732,135,1.55,7267.36
5000690,3617,79,2.18,7265.31
2701780,892,6,0.67,7258.74
30000054,3568,73,2.05,7258.49
4000013,5400,50,0.93,7258.37
1801872,2744,33,1.2,7257.16
1307474,1394,6,0.43,7243.92
26300734,6432,52,0.81,7241.52
17000004,1833,38,2.07,7239.7
2402570,5994,62,1.03,7235.22
2800641,1656,32,1.93,7232.3
2300225,977,7,0.72,7231.24
5000065,4247,34,0.8,7225.93
5000504,4292,50,1.16,7221.21
1480758,1007,7,0.7,7217.5
1305946,1375,12,0.87,7217.42
21406792,905,7,0.77,7207.41
100011725,1371,4,0.29,7207.4
17200991,742,4,0.54,7207.4
1801997,1593,10,0.63,7207.1
1801804,1720,3,0.17,7206.75
21410496,426,5,1.17,7206.1
15100095,4334,7,0.16,7205.59
1004929,2285,8,0.35,7205.36
1801546,517,10,1.93,7203.4
3601523,1836,24,1.31,7202.96
1003769,6277,15,0.24,7202.25
1305567,3127,25,0.8,7201.0
42300028,5533,39,0.7,7187.22
26900028,1338,18,1.35,7181.64
13100108,1636,16,0.98,7181.54
1701392,6441,53,0.82,7172.45
1480197,2192,20,0.91,7171.9
2601710,1791,28,1.56,7170.72
17900042,1484,15,1.01,7165.8
2701773,1781,22,1.24,7163.64
3500242,4255,35,0.82,7153.14
1307566,1626,20,1.23,7147.36
1201459,1220,13,1.07,7141.88
1201216,3116,30,0.96,7141.83
1306747,1459,16,1.1,7136.48
16500004,5414,123,2.27,7134.09
16600180,3705,18,0.49,7121.62
17300817,8773,213,2.43,7118.67
2600283,3989,51,1.28,7115.4
26204063,2271,31,1.37,7109.85
3601240,3090,18,0.58,7109.39
26400676,4340,34,0.78,7106.34
26200029,2222,37,1.67,7105.11
5100879,847,6,0.71,7103.34
100014382,3416,7,0.2,7102.63
17200505,1985,13,0.65,7092.18
1004205,6205,52,0.84,7091.79
4600542,3499,22,0.63,7088.82
12710985,4402,166,3.77,7088.14
12708239,565,22,3.89,7085.61
9400005,2066,25,1.21,7082.4
15100038,831,10,1.2,7078.7
5100899,1744,11,0.63,7070.73
3300488,4346,61,1.4,7065.17
100010565,1389,15,1.08,7063.95
22700965,1477,40,2.71,7063.2
7300464,4873,123,2.52,7061.3
10900335,1737,13,0.75,7056.37
26401591,1738,20,1.15,7053.0
2600286,3283,38,1.16,7047.9
30000132,3239,19,0.59,7047.75
8500362,1583,12,0.76,7041.25
2601554,3896,47,1.21,7036.4
5100328,8641,59,0.68,7034.81
26200580,3120,31,0.99,7030.18
12711745,4791,131,2.73,7028.16
1802063,894,8,0.89,7027.06
12100605,2196,19,0.87,7022.73
2701539,889,6,0.67,7019.1
4900088,3206,54,1.68,7008.33
1801970,669,8,1.2,6999.32
10900168,6639,61,0.92,6998.7
3800548,12665,263,2.08,6992.98
13200702,10827,39,0.36,6992.72
5000804,473,4,0.85,6991.16
2800533,3588,42,1.17,6984.98
2601543,2058,17,0.83,6981.39
3701318,4339,36,0.83,6979.13
3601447,2003,16,0.8,6972.76
12400207,4132,40,0.97,6970.4
2800432,4194,30,0.72,6966.04
5000401,668,4,0.6,6964.96
100020499,1548,3,0.19,6949.98
2800427,1964,20,1.02,6949.4
2200984,759,9,1.19,6946.61
4100290,970,15,1.55,6940.35
4000197,6533,93,1.42,6937.02
26401632,1787,27,1.51,6936.03
2601110,3625,19,0.52,6935.62
1307486,3729,11,0.29,6934.29
12704544,4089,144,3.52,6932.16
5301399,10428,450,4.32,6931.68
13200392,4284,13,0.3,6931.45
15200519,4842,125,2.58,6930.68
12710975,5843,220,3.77,6930.64
2701876,4589,20,0.44,6928.01
12718066,6450,178,2.76,6918.53
17300351,5154,53,1.03,6916.51
1801603,1244,11,0.88,6908.55
33300011,2968,44,1.48,6900.65
2702470,1486,4,0.27,6898.4
3700898,4281,55,1.28,6896.65
2602014,2094,11,0.53,6893.47
1701386,2268,23,1.01,6891.59
12201576,787,13,1.65,6890.0
5100748,8455,113,1.34,6888.68
100019270,1215,31,2.55,6886.34
12703112,2165,61,2.82,6886.12
26200990,2248,23,1.02,6885.28
2600304,2730,23,0.84,6880.89
26400279,2616,22,0.84,6874.78
5200145,3469,43,1.24,6864.43
26500123,3491,50,1.43,6860.0
30200002,4413,41,0.93,6858.89
1801917,1235,5,0.4,6858.84
8500132,596,13,2.18,6856.76
9400089,193,4,2.07,6852.96
9002789,3778,95,2.51,6846.65
11400662,7792,140,1.8,6840.28
2702476,2430,32,1.32,6839.78
26200156,4046,41,1.01,6838.8
7005237,4515,67,1.48,6837.52
12700705,3747,112,2.99,6837.15
1306316,1041,4,0.38,6819.71
6701191,1313,10,0.76,6819.26
19200048,2537,59,2.33,6815.42
1600593,2514,39,1.55,6814.79
5700925,2402,23,0.96,6814.78
1701474,4319,30,0.69,6810.9
30400003,3671,19,0.52,6804.49
2800631,2732,28,1.02,6803.59
2702556,3483,9,0.26,6802.22
1701398,3046,25,0.82,6800.03
5100916,2684,6,0.22,6793.98
1201451,694,8,1.15,6793.48
26300642,2330,24,1.03,6792.48
5100332,2704,13,0.48,6787.26
100006135,3348,41,1.22,6786.79
5100744,1094,14,1.28,6782.35
5301295,6868,267,3.89,6777.36
4500023,1595,22,1.38,6772.89
3800310,6164,186,3.02,6768.58
2601450,1084,16,1.48,6752.16
14300223,236,3,1.27,6749.91
4700554,2423,20,0.83,6742.24
2800648,3146,29,0.92,6739.8
2300307,2907,15,0.52,6733.13
14700024,3884,21,0.54,6732.93
2800159,2039,22,1.08,6731.89
14300128,1313,10,0.76,6730.44
26404008,523,4,0.76,6727.76
17200502,2283,13,0.57,6727.72
26500120,3458,71,2.05,6725.83
4300375,7893,165,2.09,6721.41
26300624,2967,23,0.78,6719.68
4500301,5124,55,1.07,6717.95
9600079,734,5,0.68,6717.79
5300095,3577,72,2.01,6717.35
8800093,8497,118,1.39,6710.3
2702241,1112,8,0.72,6703.32
14300252,697,9,1.29,6698.89
5800560,3582,55,1.54,6695.08
1480556,2257,10,0.44,6692.3
3800775,1583,18,1.14,6692.08
1004647,1378,11,0.8,6689.55
3601496,2013,21,1.04,6686.51
22700799,5057,56,1.11,6682.97
2702246,455,6,1.32,6680.7
1004935,4894,45,0.92,6678.63
17200527,2994,8,0.27,6671.12
4600649,917,13,1.42,6669.37
31500231,10056,144,1.43,6665.38
8500125,1503,29,1.93,6660.78
14300199,1099,19,1.73,6660.64
3700833,3719,53,1.43,6660.29
1201364,2724,43,1.58,6659.11
3600760,2565,34,1.33,6650.5
12600025,2942,31,1.05,6648.0
1004729,3842,37,0.96,6647.79
4201417,1971,16,0.81,6647.03
1307322,2598,17,0.65,6647.0
15600020,3531,26,0.74,6646.77
100009014,704,3,0.43,6641.1
100024101,713,6,0.84,6640.92
12710306,4823,150,3.11,6640.5
3700861,4614,74,1.6,6640.14
26400639,2355,25,1.06,6628.25
26500683,1639,16,0.98,6626.72
12707451,493,20,4.06,6625.6
1306798,4663,19,0.41,6624.85
12100785,774,13,1.68,6624.46
6100130,7175,108,1.51,6622.6
2602045,3113,16,0.51,6618.95
6200806,9684,211,2.18,6615.8
26401454,3771,61,1.62,6610.57
19400030,1153,12,1.04,6609.84
4600245,1670,13,0.78,6603.39
5100765,2108,4,0.19,6602.0
13201355,3248,40,1.23,6593.68
15200315,3285,142,4.32,6591.76
2702564,2223,8,0.36,6589.44
14700139,4455,27,0.61,6588.54
1201293,2481,18,0.73,6586.6
6700779,770,12,1.56,6580.77
3700666,3025,26,0.86,6578.98
2200838,757,6,0.79,6573.48
7901064,7071,116,1.64,6569.08
15700096,8264,45,0.54,6567.58
15700045,8419,26,0.31,6565.52
12703106,2825,64,2.27,6565.12
14300253,1353,10,0.74,6563.9
1801959,412,3,0.73,6563.56
7005394,4179,40,0.96,6563.48
3701346,1590,17,1.07,6563.36
13300167,4272,56,1.31,6562.57
1003416,3256,16,0.49,6537.65
5700846,3531,19,0.54,6534.65
6200547,6531,133,2.04,6531.01
4700392,3010,33,1.1,6530.2
26400493,1671,28,1.68,6529.88
1701552,2221,30,1.35,6525.3
1480473,968,4,0.41,6522.64
8500281,525,13,2.48,6521.05
19200010,4272,77,1.8,6514.59
4400390,1098,11,1.0,6512.11
1307339,2404,11,0.46,6512.11
1801653,2308,12,0.52,6511.07
100005527,3763,133,3.53,6501.04
2600163,3563,46,1.29,6500.96
6400229,1577,17,1.08,6500.84
1004077,4738,16,0.34,6500.3
15700108,13193,46,0.35,6499.82
100023500,1325,25,1.89,6499.76
1201571,1179,11,0.93,6492.26
3700915,5373,30,0.56,6491.81
1801563,998,6,0.6,6485.29
5100895,2585,21,0.81,6484.68
1004843,6093,28,0.46,6479.48
1480702,879,4,0.46,6476.88
3200090,2123,37,1.74,6475.37
5700788,5971,74,1.24,6474.86
1306355,1783,12,0.67,6468.31
6301417,5708,121,2.12,6461.44
4300149,17541,195,1.11,6456.81
1305915,1004,3,0.3,6455.7
2601854,1162,14,1.2,6452.46
26400330,1530,24,1.57,6449.52
2300296,1573,21,1.34,6446.15
12711088,10381,214,2.06,6445.68
4300476,1528,10,0.65,6445.2
12706263,1728,47,2.72,6443.64
100006972,968,5,0.52,6433.91
3601526,1988,13,0.65,6432.8
1480760,1713,10,0.58,6432.6
2200919,1884,11,0.58,6431.67
17301067,3820,39,1.02,6417.91
13200011,9387,48,0.51,6413.43
17302334,1602,25,1.56,6411.83
26400527,2059,25,1.21,6409.5
14701163,3667,15,0.41,6409.5
2701587,2403,13,0.54,6409.09
9600117,518,5,0.97,6408.98
2800655,2009,22,1.1,6408.24
1801980,990,7,0.71,6406.92
12703419,3572,119,3.33,6404.31
8500004,557,7,1.26,6397.97
1801958,1619,5,0.31,6395.23
5300097,4993,139,2.78,6391.7
42500000,2772,11,0.4,6390.67
4300256,1785,15,0.84,6386.37
16400237,1871,42,2.24,6383.52
2602121,2870,20,0.7,6383.2
100008333,2125,10,0.47,6381.12
31500157,8075,124,1.54,6380.55
17300476,6261,55,0.88,6375.6
100003841,3269,29,0.89,6372.54
100007387,1789,34,1.9,6372.44
100002054,3461,5,0.14,6370.8
12700936,2745,82,2.99,6367.24
100019299,463,9,1.94,6363.9
1004742,5543,13,0.23,6354.65
5000492,289,3,1.04,6345.01
1480749,1934,8,0.41,6332.03
18900059,286,7,2.45,6324.29
26400226,2236,17,0.76,6318.9
1005148,3199,11,0.34,6316.53
26400760,1661,18,1.08,6315.3
1307160,580,5,0.86,6313.94
5701247,7560,80,1.06,6306.06
26300798,2400,29,1.21,6305.99
10502145,5555,49,0.88,6305.32
26205207,2125,20,0.94,6304.8
10800172,8269,99,1.2,6291.05
100003986,2304,27,1.17,6288.06
4804497,3663,64,1.75,6286.95
26204057,1627,21,1.29,6281.31
15201321,3165,52,1.64,6276.4
17200725,3703,9,0.24,6271.92
14700177,2306,19,0.82,6270.0
8500581,202,8,3.96,6261.93
7900871,2106,40,1.9,6260.2
19300027,4961,112,2.26,6258.2
12719963,2819,108,3.83,6255.36
12711989,5425,130,2.4,6251.82
5800865,3265,41,1.26,6246.97
30000071,6011,84,1.4,6246.24
2601420,2240,5,0.22,6242.6
4300072,8029,158,1.97,6237.68
4100317,1081,12,1.11,6235.93
5100884,1432,5,0.35,6231.96
1307170,786,6,0.76,6230.97
18500061,952,11,1.16,6228.97
26402364,2882,18,0.62,6227.1
2900536,4202,122,2.9,6226.97
9300025,4818,73,1.52,6226.76
3800980,3653,60,1.64,6215.0
17800342,6041,93,1.54,6207.84
8500282,294,11,3.74,6207.0
1701406,2715,22,0.81,6203.22
2600281,3688,35,0.95,6199.56
17200691,1794,12,0.67,6197.24
1307466,1584,4,0.25,6196.28
2701086,1964,21,1.07,6194.7
18200005,5862,45,0.77,6185.49
1004757,6791,72,1.06,6183.58
12709849,5482,152,2.77,6181.84
7100182,1883,44,2.34,6181.78
12707518,1561,59,3.78,6180.88
18900037,286,9,3.15,6178.55
26401640,2545,30,1.18,6177.9
100020488,1217,3,0.25,6177.78
13104427,1141,16,1.4,6177.76
2702608,2333,7,0.3,6177.56
4400317,986,3,0.3,6177.54
3700753,4589,67,1.46,6177.13
2200763,786,3,0.38,6176.97
7300194,2358,61,2.59,6172.56
5300080,2815,60,2.13,6171.74
7005878,1357,24,1.77,6171.6
15700115,4388,22,0.5,6171.34
4501997,2625,27,1.03,6170.13
5100850,5369,41,0.76,6163.52
3700917,1786,19,1.06,6161.89
2702494,3040,7,0.23,6149.52
14701446,2642,14,0.53,6148.36
3700130,3625,35,0.97,6147.7
5000089,1367,21,1.54,6145.79
27000040,1868,17,0.91,6143.8
3700852,4276,62,1.45,6142.87
12709559,5212,168,3.22,6140.4
3300286,3457,35,1.01,6136.79
1000978,7260,20,0.28,6135.32
2401243,4888,44,0.9,6135.06
12705215,4794,132,2.75,6132.59
17800736,370,17,4.59,6125.78
100010087,2359,17,0.72,6125.78
43900002,2936,17,0.58,6124.73
1307197,1448,17,1.17,6121.87
22700852,4357,62,1.42,6121.81
9600097,563,6,1.07,6121.06
17200225,3248,11,0.34,6120.14
3400032,3930,41,1.04,6118.23
28716978,9354,74,0.79,6114.62
1401566,2372,9,0.38,6110.55
10900395,2708,50,1.85,6110.0
2240157,358,3,0.84,6107.3
2702256,3274,37,1.13,6107.17
5000149,1158,19,1.64,6107.05
8500095,1142,6,0.53,6105.92
1480542,819,5,0.61,6100.55
100010489,3770,3,0.08,6100.53
100006075,992,8,0.81,6100.36
1004992,4341,24,0.55,6099.9
12100230,3487,16,0.46,6096.29
26403582,335,10,2.99,6091.3
7006117,926,14,1.51,6090.28
26402783,6069,109,1.8,6088.74
28100905,2728,27,0.99,6088.23
9600155,2244,13,0.58,6084.62
2501670,2482,16,0.64,6083.63
3600984,2007,30,1.49,6083.41
5400799,1300,25,1.92,6081.31
1801972,1093,6,0.55,6078.56
12720606,4726,146,3.09,6077.7
5300096,4814,101,2.1,6076.32
4802955,3594,61,1.7,6072.92
4201112,2395,20,0.84,6064.44
15100220,694,7,1.01,6064.39
4300409,5045,65,1.29,6063.05
12710984,4181,154,3.68,6061.56
8801085,10477,280,2.67,6059.18
2702339,2694,10,0.37,6051.8
1480434,1706,3,0.18,6049.7
11700400,95,3,3.16,6049.59
2240127,316,3,0.95,6048.61
2601106,5536,34,0.61,6048.18
1307212,612,5,0.82,6047.75
2602154,2675,33,1.23,6042.1
1307372,768,3,0.39,6039.54
26401593,2104,20,0.95,6038.8
12702883,2193,80,3.65,6024.55
9000121,2234,27,1.21,6018.74
100017924,1354,22,1.62,6002.22
2800666,4787,40,0.84,5998.58
1480156,4541,9,0.2,5998.33
3900486,2923,29,0.99,5993.14
3700851,7636,84,1.1,5986.19
1801985,1451,8,0.55,5981.79
26400490,2730,29,1.06,5979.22
17300959,6662,64,0.96,5976.38
3200478,5159,78,1.51,5969.4
2702001,377,4,1.06,5968.38
14700105,3939,14,0.36,5968.18
6000032,9319,84,0.9,5967.14
1480365,1455,5,0.34,5958.84
2500414,624,7,1.12,5958.34
3601027,2732,29,1.06,5950.02
13200021,7155,44,0.61,5948.21
1305889,410,3,0.73,5946.03
26400189,2723,41,1.51,5931.06
3601059,1342,11,0.82,5929.15
12400121,7839,133,1.7,5927.05
3601551,2724,23,0.84,5919.74
15700046,4668,17,0.36,5917.28
5200131,4091,48,1.17,5913.38
13300013,2189,23,1.05,5913.28
3701000,2149,8,0.37,5912.82
8500135,544,9,1.65,5905.96
2500859,8136,128,1.57,5905.45
14700326,2882,13,0.45,5902.15
3300006,3526,70,1.99,5901.65
1004462,6458,65,1.01,5899.91
14300134,231,6,2.6,5896.89
1201454,679,8,1.18,5892.66
100010895,1538,19,1.24,5889.71
13300246,1808,26,1.44,5888.36
3601539,2346,7,0.3,5887.91
100006963,3243,36,1.11,5886.74
12710968,6751,189,2.8,5876.81
27000043,2790,32,1.15,5872.96
12400087,3386,52,1.54,5872.9
6400290,3657,21,0.57,5870.71
2600397,3050,37,1.21,5869.48
1306079,564,3,0.53,5868.81
26400393,8197,115,1.4,5861.55
1306931,2314,11,0.48,5856.47
21403742,4561,65,1.43,5855.85
13700138,1692,13,0.77,5854.84
